#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-22T22:06:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60a97fbb1d3821	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/MNRAS/419/2173/table5a
#-nav=cat:J/MNRAS/419/2173&tab:{J/MNRAS/419/2173/table5a}&key:source=J/MNRAS/419/2173/table5b&HTTPPRM:&&-ref=VIZ60a97fbb1d3821&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-order=I&-out=Star&-out=m_Star&-out=Perm&-out=JD0&-out=JD1&-out=HJDm&-out=N&-out=O-C&-out=e_O-C&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/MNRAS/419/2173/table5a
#-source=J/MNRAS/419/2173/table5a
#-out=Star
#-out=m_Star
#-out=Perm
#-out=JD0
#-out=JD1
#-out=HJDm
#-out=N
#-out=O-C
#-out=e_O-C
#

#RESOURCE=yCat_74192173
#Name: J/MNRAS/419/2173
#Title: Long-term photometry of M3 RR Lyrae (Jursik+, 2012)
#Table	J_MNRAS_419_2173_table5a:
#Name: J/MNRAS/419/2173/table5a
#Title: O-C values
#Column	Star	(A3)	Star number, <Cl* NGC 5272 Saw VNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	m_Star	(A1)	[ab] Multiplicity index on Star	[ucd=meta.code.multip]
#Column	Perm	(F11.8)	Mean period	[ucd=time.period;stat.mean]
#Column	JD0	(F7.1)	Time interval, lower value (JD-2400000)	[ucd=time.epoch]
#Column	JD1	(F7.1)	Time interval, upper value (JD-2400000)	[ucd=time.epoch]
#Column	HJDm	(F9.1)	Mead HJD of observation	[ucd=time.epoch;obs]
#Column	N	(I3)	Number of observation	[ucd=meta.number]
#Column	O-C	(F7.4)	Residual on HJDm	[ucd=stat.fit.residual]
#Column	e_O-C	(F7.4)	rms uncertainty on O-C	[ucd=stat.error;stat.fit.omc]
Star	m_Star	Perm	JD0	JD1	HJDm	N	O-C	e_O-C
040	 	 0.55154040	14437.5	15161.9	2415038.5	 33	-0.0053	 0.0145
040	 	 0.55154040	19479.8	20656.9	2420274.1	 25	 0.0009	 0.0018
040	 	 0.55154040	22455.4	22840.6	2422750.9	133	 0.0094	 0.0013
040	 	 0.55154040	23858.5	24684.9	2424524.9	249	 0.0084	 0.0013
040	 	 0.55154040	28963.4	30078.6	2429510.8	 80	 0.0212	 0.0014
040	 	 0.55154040	31965.7	32700.8	2432164.8	 38	 0.0296	 0.0012
040	 	 0.55154040	33390.4	33763.6	2433496.7	 43	 0.0283	 0.0020
040	 	 0.55154040	34118.3	34567.4	2434312.4	 81	 0.0272	 0.0014
040	 	 0.55154040	35223.4	35933.7	2435542.1	 65	 0.0296	 0.0013
040	 	 0.55154040	36991.4	37058.6	2437024.3	 20	 0.0029	 0.0164
040	 	 0.55154040	37791.3	38502.7	2438117.4	 24	 0.0309	 0.0017
040	 	 0.55154040	42838.5	43254.6	2443042.2	 60	 0.0198	 0.0013
040	 	 0.55154040	43597.3	44343.5	2443920.3	 56	 0.0171	 0.0019
040	 	 0.55154040	47276.3	47555.6	2447514.5	 49	 0.0052	 0.0023
040	 	 0.55154040	48755.6	49092.0	2448938.2	182	 0.0000	 0.0003
040	 	 0.55154040	50622.7	50972.5	2450942.9	181	-0.0049	 0.0003
040	 	 0.55154040	54869.5	54965.5	2454929.3	736	-0.0230	 0.0004
041	a	 0.48504100	13372.5	14079.7	2413804.0	 16	 0.2298	 0.0105
041	a	 0.48504100	14437.5	15161.9	2415048.2	 33	 0.2063	 0.0079
041	a	 0.48504100	22455.4	22761.7	2422749.5	130	-0.0001	 0.0012
041	a	 0.48504100	23858.5	24684.9	2424471.8	156	-0.0474	 0.0016
041	a	 0.48504100	28963.4	30078.6	2429713.6	 32	-0.1401	 0.0081
041	a	 0.48504100	33390.4	33763.6	2433505.3	 39	-0.1078	 0.0111
041	a	 0.48504100	34118.4	34567.4	2434264.5	 44	-0.0479	 0.0051
041	a	 0.48504100	35223.4	35933.6	2435538.8	 61	-0.0301	 0.0029
041	a	 0.48504100	36991.4	37058.6	2437024.3	 20	 0.0488	 0.0064
041	a	 0.48504100	37757.5	38502.7	2438115.9	 24	 0.0821	 0.0080
041	a	 0.48504100	42838.5	43254.6	2443042.2	 60	 0.1976	 0.0031
041	a	 0.48504100	43597.3	44343.5	2443914.7	 57	 0.2434	 0.0027
041	b	 0.48523700	47553.5	47960.6	2447764.6	 84	-0.0348	 0.0057
041	b	 0.48523700	48659.6	49092.0	2448933.9	186	 0.0001	 0.0012
041	b	 0.48523700	50622.7	51283.7	2450969.2	170	-0.0015	 0.0024
041	b	 0.48523700	54869.5	54965.5	2454929.3	733	-0.0015	 0.0006
042	 	 0.59015100	13372.5	14079.7	2413804.0	 16	-0.6419	 0.0344
042	 	 0.59015100	14437.5	15161.9	2415061.6	 31	-0.5302	 0.0114
042	 	 0.59015100	22729.5	22761.7	2422751.5	122	 0.2223	 0.0018
042	 	 0.59015100	23858.5	24684.9	2424471.9	154	 0.3325	 0.0015
042	 	 0.59015100	28963.4	30078.6	2429736.9	 31	 0.5562	 0.0047
042	 	 0.59015100	33390.4	33763.6	2433500.4	 41	 0.6398	 0.0039
042	 	 0.59015100	34118.4	34567.4	2434313.1	 29	 0.6436	 0.0035
042	 	 0.59015100	35223.4	35933.6	2435541.9	 56	 0.6407	 0.0026
042	 	 0.59015100	36991.4	37058.6	2437020.5	 13	 0.6823	 0.0386
042	 	 0.59015100	37791.3	38502.7	2438114.7	 22	 0.5870	 0.0089
042	 	 0.59015100	42838.5	43227.7	2442940.8	 40	 0.4248	 0.0032
042	 	 0.59015100	43597.3	44343.5	2443937.3	 51	 0.3739	 0.0047
042	 	 0.59015100	47276.3	47962.7	2447737.6	105	 0.1092	 0.0027
042	 	 0.59015100	48659.6	49810.5	2448951.3	191	 0.0000	 0.0013
042	 	 0.59015100	50622.7	51283.7	2450979.1	209	-0.1998	 0.0010
042	 	 0.59015100	54872.4	54965.4	2454932.5	604	-0.6725	 0.0007
043	 	 0.54049000	13372.5	14079.7	2413794.7	 14	 0.5998	 0.0107
043	 	 0.54049000	14437.5	15161.9	2415085.2	 28	 0.6568	 0.0089
043	 	 0.54049000	22729.5	22840.5	2422755.2	107	 0.8317	 0.0035
043	 	 0.54049000	23858.5	24684.9	2424477.9	151	 0.8668	 0.0015
043	 	 0.54049000	28963.4	30078.6	2429713.6	 32	 0.9625	 0.0044
043	 	 0.54049000	33390.4	33763.6	2433496.7	 43	 1.0176	 0.0042
043	 	 0.54049000	34118.3	34567.4	2434237.8	 54	 0.9922	 0.0036
043	 	 0.54049000	35223.4	35603.6	2435409.0	 45	 0.8788	 0.0081
043	 	 0.54049000	36991.4	37058.6	2437023.0	 17	 0.8549	 0.0152
043	 	 0.54049000	37791.3	38502.6	2438042.4	 17	 0.8648	 0.0077
043	 	 0.54049000	42838.5	43254.6	2443042.2	 60	 0.7132	 0.0037
043	 	 0.54049000	43597.3	44343.5	2443914.7	 57	 0.5426	 0.0068
043	 	 0.54049000	47276.3	47958.7	2447602.4	 63	 0.0470	 0.0055
043	 	 0.54049000	48746.3	49810.5	2448926.7	226	-0.0008	 0.0005
043	 	 0.54049000	50622.7	51283.6	2450961.5	243	 0.0891	 0.0005
043	 	 0.54049000	54872.6	54963.6	2454937.8	421	 0.3050	 0.0009
044	 	 0.50640000	13372.5	14079.6	2413804.0	 16	 1.3892	 0.0374
044	 	 0.50640000	14437.5	15161.9	2415042.1	 34	 1.4077	 0.0196
044	 	 0.50640000	19479.8	20656.9	2420274.1	 25	 0.4552	 0.0185
044	 	 0.50640000	22729.5	22840.6	2422753.8	132	-0.1724	 0.0049
044	 	 0.50640000	23858.5	24684.9	2424469.0	159	-0.5073	 0.0064
044	 	 0.50640000	28963.4	30078.6	2429512.6	 79	-0.9850	 0.0076
044	 	 0.50640000	31965.7	32700.8	2432164.8	 38	-1.0184	 0.0119
044	 	 0.50640000	33390.4	33763.6	2433496.7	 43	-0.9604	 0.0065
044	 	 0.50640000	34118.3	34567.4	2434314.8	 80	-1.0056	 0.0060
044	 	 0.50640000	35223.4	35933.7	2435542.1	 65	-0.9421	 0.0061
044	 	 0.50640000	36991.4	37058.6	2437024.3	 20	-1.0439	 0.0122
044	 	 0.50640000	37757.5	38502.6	2438068.2	 23	-1.1675	 0.0074
044	 	 0.50640000	42838.5	43254.6	2443042.2	 60	-1.0485	 0.0090
044	 	 0.50640000	43597.3	44343.5	2443920.3	 56	-0.9488	 0.0050
044	 	 0.50640000	47276.3	47555.6	2447505.2	 51	-0.4228	 0.0098
044	 	 0.50640000	48755.6	49092.0	2448939.0	183	-0.0020	 0.0024
044	 	 0.50640000	50622.7	50972.5	2450943.6	176	 0.4225	 0.0035
044	 	 0.50640000	54869.5	54965.5	2454929.6	702	 1.0452	 0.0019
045	 	 0.53689850	13372.5	14079.7	2413811.5	 15	 0.0921	 0.0094
045	 	 0.53689850	14437.5	15161.9	2415048.2	 33	 0.0595	 0.0065
045	 	 0.53689850	19479.8	20656.9	2420274.1	 25	 0.0562	 0.0062
045	 	 0.53689850	22729.5	22840.6	2422753.0	133	 0.0263	 0.0021
045	 	 0.53689850	23858.5	24684.9	2424470.9	157	 0.0392	 0.0017
045	 	 0.53689850	28963.4	30078.6	2429540.7	 75	 0.0186	 0.0021
045	 	 0.53689850	31965.7	32700.8	2432164.8	 38	 0.0129	 0.0019
045	 	 0.53689850	33390.4	33763.6	2433498.6	 42	 0.0146	 0.0030
045	 	 0.53689850	34118.3	34567.4	2434303.4	 77	 0.0139	 0.0026
045	 	 0.53689850	35223.4	35933.7	2435546.2	 63	 0.0047	 0.0022
045	 	 0.53689850	36991.4	37058.6	2437024.3	 20	 0.0010	 0.0024
045	 	 0.53689850	37757.5	38502.7	2438103.0	 25	-0.0011	 0.0028
045	 	 0.53689850	42838.5	43254.6	2443014.2	 53	 0.0014	 0.0044
045	 	 0.53689850	43597.3	44293.5	2443876.3	 52	 0.0185	 0.0032
045	 	 0.53689850	47276.3	47555.6	2447514.5	 49	-0.0101	 0.0018
045	 	 0.53689850	48755.6	49092.0	2448939.0	183	 0.0000	 0.0010
045	 	 0.53689850	50622.7	51288.0	2451039.0	235	 0.0027	 0.0007
045	 	 0.53689850	54869.5	54965.5	2454929.1	713	 0.0649	 0.0007
046	 	 0.61337360	13372.5	14079.7	2413804.0	 16	 0.1200	 0.0202
046	 	 0.61337360	14437.5	15161.9	2415048.2	 33	 0.0621	 0.0069
046	 	 0.61337360	22729.5	22840.6	2422753.2	132	-0.0434	 0.0023
046	 	 0.61337360	23858.5	24684.9	2424471.0	157	-0.0549	 0.0035
046	 	 0.61337360	28963.4	30078.6	2429736.9	 31	-0.1004	 0.0051
046	 	 0.61337360	33390.4	33763.6	2433496.7	 43	-0.1154	 0.0102
046	 	 0.61337360	34118.3	34567.4	2434312.4	 81	-0.1106	 0.0032
046	 	 0.61337360	35223.4	35933.6	2435523.1	 62	-0.1269	 0.0054
046	 	 0.61337360	36991.4	37058.6	2437022.5	 19	-0.1609	 0.0210
046	 	 0.61337360	37757.5	38502.7	2438103.0	 25	-0.0988	 0.0093
046	 	 0.61337360	42838.5	43254.6	2443042.2	 60	-0.0666	 0.0032
046	 	 0.61337360	43597.3	44343.5	2443914.7	 57	-0.0589	 0.0027
046	 	 0.61337360	47276.3	47962.7	2447733.3	103	-0.0100	 0.0023
046	 	 0.61337360	48659.6	49810.5	2448952.3	190	-0.0002	 0.0006
046	 	 0.61337360	50622.7	51283.7	2450971.7	185	 0.0316	 0.0008
046	 	 0.61337360	54869.5	54965.5	2454930.4	580	 0.1090	 0.0008
047	 	 0.54097500	13372.5	14079.7	2413804.0	 16	-1.4693	 0.0480
047	 	 0.54097500	14437.5	15161.9	2415048.2	 33	-1.4245	 0.0227
047	 	 0.54097500	22729.5	22840.6	2422753.4	129	-0.7313	 0.0044
047	 	 0.54097500	23858.5	24684.9	2424476.7	152	-0.6516	 0.0060
047	 	 0.54097500	28963.4	30078.6	2429713.6	 32	-0.4349	 0.0112
047	 	 0.54097500	33390.4	33763.6	2433496.7	 43	-0.3339	 0.0069
047	 	 0.54097500	34118.3	34567.4	2434233.7	 56	-0.3447	 0.0048
047	 	 0.54097500	35223.4	35933.7	2435542.1	 65	-0.3239	 0.0079
047	 	 0.54097500	36991.4	37058.6	2437024.3	 20	-0.2538	 0.0128
047	 	 0.54097500	37757.5	38502.7	2438086.3	 24	-0.1409	 0.0078
047	 	 0.54097500	42838.5	43254.6	2443042.2	 60	 0.0032	 0.0070
047	 	 0.54097500	43597.3	44343.5	2443914.7	 57	 0.0278	 0.0067
047	 	 0.54097500	47276.3	47960.6	2447713.0	 93	 0.2261	 0.0065
047	 	 0.54097500	48659.6	49810.5	2448951.3	191	 0.0010	 0.0033
047	 	 0.54097500	50622.7	51283.6	2450965.1	188	-0.2548	 0.0025
047	 	 0.54097500	54869.5	54965.5	2454930.0	643	-0.4381	 0.0014
048	 	 0.62782000	13372.5	14079.7	2413804.0	 16	 0.1409	 0.0336
048	 	 0.62782000	14437.5	15161.9	2415048.2	 33	 0.0946	 0.0194
048	 	 0.62782000	22729.5	22840.6	2422753.9	131	-0.0514	 0.0028
048	 	 0.62782000	23858.5	24684.9	2424457.8	158	-0.0515	 0.0023
048	 	 0.62782000	28963.4	30078.6	2429736.9	 31	-0.0895	 0.0046
048	 	 0.62782000	33034.5	33763.6	2433486.2	 44	-0.1341	 0.0078
048	 	 0.62782000	34118.3	34834.5	2434327.5	 97	-0.1321	 0.0027
048	 	 0.62782000	35219.3	35933.7	2435565.6	135	-0.1464	 0.0023
048	 	 0.62782000	36367.3	37131.4	2436768.4	 96	-0.1530	 0.0037
048	 	 0.62782000	37757.5	38502.6	2438086.3	 24	-0.1594	 0.0056
048	 	 0.62782000	42838.5	43254.6	2443044.5	 59	-0.1269	 0.0023
048	 	 0.62782000	43597.3	44343.5	2443926.2	 55	-0.1078	 0.0037
048	 	 0.62782000	47276.3	47555.6	2447505.2	 51	-0.0248	 0.0030
048	 	 0.62782000	48755.6	49092.0	2448939.2	181	 0.0000	 0.0004
048	 	 0.62782000	50622.7	50972.5	2450944.9	 99	 0.0256	 0.0011
048	 	 0.62782000	54869.5	54965.5	2454928.7	741	 0.0852	 0.0008
049	 	 0.54821520	13372.5	14079.7	2413804.0	 16	-0.0789	 0.0279
049	 	 0.54821520	14437.5	15161.9	2415048.2	 33	-0.1043	 0.0180
049	 	 0.54821520	22729.5	22840.6	2422753.9	130	 0.0071	 0.0020
049	 	 0.54821520	23858.5	24684.9	2424464.7	163	 0.0223	 0.0028
049	 	 0.54821520	28963.4	30078.6	2429701.9	 31	 0.0459	 0.0041
049	 	 0.54821520	33034.5	33763.6	2433486.2	 44	 0.0553	 0.0105
049	 	 0.54821520	34118.3	34834.5	2434273.5	 71	 0.0605	 0.0032
049	 	 0.54821520	35223.4	35933.7	2435572.4	142	 0.0558	 0.0029
049	 	 0.54821520	36367.3	37131.4	2436775.2	100	 0.0601	 0.0028
049	 	 0.54821520	37757.5	38502.7	2438103.0	 25	 0.0423	 0.0043
049	 	 0.54821520	42838.5	43254.6	2443042.2	 60	 0.0264	 0.0035
049	 	 0.54821520	43597.3	44343.5	2443914.7	 57	 0.0393	 0.0032
049	 	 0.54821520	47276.3	47555.6	2447505.2	 51	 0.0079	 0.0029
049	 	 0.54821520	48755.6	49092.0	2448938.2	182	-0.0001	 0.0012
049	 	 0.54821520	50622.7	50972.5	2450945.3	 95	-0.0373	 0.0025
049	 	 0.54821520	54869.5	54965.5	2454928.3	754	-0.1002	 0.0006
051	 	 0.58397750	13372.5	14079.7	2413804.0	 16	-0.0673	 0.0098
051	 	 0.58397750	14437.5	15161.9	2415042.1	 34	-0.0581	 0.0120
051	 	 0.58397750	19479.8	20656.8	2420258.1	 24	 0.0234	 0.0100
051	 	 0.58397750	22729.5	22840.6	2422753.6	128	 0.0483	 0.0022
051	 	 0.58397750	23858.5	24684.9	2424467.9	160	 0.0659	 0.0020
051	 	 0.58397750	28963.4	30078.6	2429512.2	 79	 0.0863	 0.0022
051	 	 0.58397750	31965.7	32700.8	2432164.8	 38	 0.0921	 0.0020
051	 	 0.58397750	33034.5	33763.6	2433486.2	 44	 0.0945	 0.0028
051	 	 0.58397750	34076.5	34834.5	2434325.1	 96	 0.0926	 0.0019
051	 	 0.58397750	35219.3	35933.7	2435568.6	139	 0.0916	 0.0021
051	 	 0.58397750	36367.3	37131.4	2436777.1	102	 0.0923	 0.0023
051	 	 0.58397750	37757.5	38502.7	2438103.0	 25	 0.0873	 0.0023
051	 	 0.58397750	42838.5	43254.6	2443042.2	 60	 0.0548	 0.0038
051	 	 0.58397750	43597.3	44343.5	2443914.7	 57	 0.0592	 0.0028
051	 	 0.58397750	47276.3	47555.6	2447514.5	 49	 0.0195	 0.0075
051	 	 0.58397750	48755.6	49092.0	2448939.0	183	 0.0000	 0.0003
051	 	 0.58397750	50162.4	50176.8	2450170.8	171	-0.0132	 0.0011
051	 	 0.58397750	50622.7	50972.5	2450943.6	182	-0.0228	 0.0007
051	 	 0.58397750	54869.5	54965.5	2454929.3	745	-0.0844	 0.0005
052	 	 0.51622300	13372.5	14079.7	2413813.3	 15	 0.1782	 0.0072
052	 	 0.51622300	14437.5	15161.9	2415051.3	 31	 0.1599	 0.0022
052	 	 0.51622300	22729.5	22840.6	2422754.2	124	-0.2135	 0.0023
052	 	 0.51622300	23858.5	24684.9	2424470.1	158	-0.3184	 0.0022
052	 	 0.51622300	28963.4	30078.6	2429847.4	 27	-0.4820	 0.0046
052	 	 0.51622300	33390.4	33763.6	2433496.7	 43	-0.3006	 0.0028
052	 	 0.51622300	34118.3	34567.4	2434235.7	 55	-0.2726	 0.0029
052	 	 0.51622300	35223.4	35933.6	2435523.3	 62	-0.2203	 0.0028
052	 	 0.51622300	36991.4	37058.6	2437026.1	 19	-0.1587	 0.0062
052	 	 0.51622300	37757.5	38502.6	2438068.2	 23	-0.0819	 0.0065
052	 	 0.51622300	42838.5	43254.6	2443042.2	 60	 0.0233	 0.0024
052	 	 0.51622300	43597.3	44343.5	2443926.2	 54	-0.0220	 0.0037
052	 	 0.51622300	47276.3	47555.6	2447514.5	 49	 0.0169	 0.0028
052	 	 0.51622300	48755.6	49092.0	2448939.0	183	 0.0046	 0.0016
052	 	 0.51622300	50162.4	50176.8	2450171.0	174	 0.0001	 0.0003
052	 	 0.51622300	50622.7	51288.0	2451033.1	252	 0.0377	 0.0014
052	 	 0.51622300	54869.5	54965.5	2454929.0	707	 0.1302	 0.0003
053	 	 0.50488540	13372.5	14079.7	2413794.4	 14	-0.0487	 0.0083
053	 	 0.50488540	14437.5	15161.9	2415048.2	 33	-0.0295	 0.0032
053	 	 0.50488540	22455.4	22840.6	2422750.8	128	 0.0353	 0.0009
053	 	 0.50488540	23858.5	24684.9	2424463.7	164	 0.0463	 0.0008
053	 	 0.50488540	28963.4	30078.6	2429761.8	 30	 0.0637	 0.0035
053	 	 0.50488540	33390.4	33763.6	2433498.6	 42	 0.0715	 0.0026
053	 	 0.50488540	34118.3	34567.4	2434233.6	 56	 0.0725	 0.0011
053	 	 0.50488540	35223.4	35933.7	2435541.0	 63	 0.0728	 0.0016
053	 	 0.50488540	36991.4	37058.6	2437020.7	 17	 0.0467	 0.0052
053	 	 0.50488540	37757.5	38502.7	2438130.1	 23	 0.0742	 0.0024
053	 	 0.50488540	42838.5	43254.6	2443039.1	 59	 0.0621	 0.0016
053	 	 0.50488540	43597.3	44343.5	2443914.7	 57	 0.0679	 0.0046
053	 	 0.50488540	47276.3	47555.6	2447504.2	 50	 0.0162	 0.0034
053	 	 0.50488540	50162.4	50176.8	2450171.0	175	 0.0112	 0.0008
053	 	 0.50488540	50896.5	51283.6	2450974.7	225	 0.0009	 0.0003
053	 	 0.50488540	54869.5	54965.5	2454930.5	687	-0.0475	 0.0006
054	 	 0.50631500	13372.5	14079.7	2413813.3	 15	-0.2145	 0.0437
054	 	 0.50631500	14437.5	15161.9	2415044.7	 32	-0.4317	 0.0126
054	 	 0.50631500	22729.5	22840.6	2422754.2	124	-0.8431	 0.0037
054	 	 0.50631500	23858.5	24317.5	2424290.9	 84	-0.8027	 0.0041
054	 	 0.50631500	24647.6	24684.9	2424668.2	 75	-0.7320	 0.0087
054	 	 0.50631500	28963.4	29346.4	2429076.7	  8	-0.6048	 0.0109
054	 	 0.50631500	29719.5	30078.6	2429925.9	 24	-0.6073	 0.0064
054	 	 0.50631500	33390.4	33422.6	2433415.0	 28	-0.2184	 0.0114
054	 	 0.50631500	33763.4	33763.6	2433763.5	 10	-0.1810	 0.0130
054	 	 0.50631500	34118.3	34131.5	2434121.0	 30	-0.1002	 0.0047
054	 	 0.50631500	34487.3	34487.6	2434487.4	 11	-0.0032	 0.0215
054	 	 0.50631500	35223.4	35227.6	2435224.5	 23	 0.1829	 0.0039
054	 	 0.50631500	35598.5	35933.6	2435754.9	 34	 0.2568	 0.0092
054	 	 0.50631500	36991.4	37058.6	2437028.5	 17	 0.6866	 0.0166
054	 	 0.50631500	37757.5	38502.7	2438162.3	 21	 0.7473	 0.0115
054	 	 0.50631500	42838.5	43254.6	2443042.2	 60	 1.0371	 0.0048
054	 	 0.50631500	43597.3	44343.5	2443914.7	 57	 0.9698	 0.0130
054	 	 0.50631500	47276.3	47555.6	2447503.2	 49	 0.3097	 0.0079
054	 	 0.50631500	48755.6	49092.0	2448939.0	183	 0.0021	 0.0016
054	 	 0.50631500	50622.7	51283.6	2450959.2	244	-0.1920	 0.0016
054	 	 0.50631500	54869.5	54965.5	2454930.7	671	-0.4680	 0.0010
055	 	 0.52981650	13372.5	14079.7	2413785.8	 15	 0.0819	 0.0168
055	 	 0.52981650	14437.5	15161.9	2415042.1	 34	 0.0724	 0.0092
055	 	 0.52981650	19479.8	20656.9	2420274.1	 25	-0.0012	 0.0019
055	 	 0.52981650	22455.4	22840.6	2422750.8	132	-0.0238	 0.0013
055	 	 0.52981650	23858.5	24684.9	2424530.9	246	-0.0388	 0.0010
055	 	 0.52981650	28963.4	30078.6	2429513.4	 78	-0.0607	 0.0014
055	 	 0.52981650	31965.7	32700.8	2432164.8	 38	-0.0636	 0.0012
055	 	 0.52981650	33390.4	33763.6	2433496.7	 43	-0.0674	 0.0019
055	 	 0.52981650	34118.3	34567.4	2434310.3	 80	-0.0712	 0.0010
055	 	 0.52981650	35223.4	35933.7	2435535.9	 64	-0.0703	 0.0016
055	 	 0.52981650	36991.4	37058.6	2437024.6	 19	-0.0728	 0.0028
055	 	 0.52981650	37757.5	38502.7	2438103.0	 25	-0.0672	 0.0009
055	 	 0.52981650	42838.5	43254.6	2443042.2	 60	-0.0398	 0.0013
055	 	 0.52981650	43597.3	44343.5	2443914.7	 57	-0.0372	 0.0026
055	 	 0.52981650	47276.3	47555.6	2447508.9	 49	-0.0212	 0.0038
055	 	 0.52981650	48755.6	49092.0	2448939.0	183	-0.0001	 0.0002
055	 	 0.52981650	50622.7	50972.5	2450943.2	186	 0.0164	 0.0005
055	 	 0.52981650	54869.5	54965.5	2454930.2	732	 0.0661	 0.0004
056	 	 0.32959950	13372.5	14079.7	2413811.5	 15	 0.0239	 0.0222
056	 	 0.32959950	14437.5	15161.9	2415038.5	 33	 0.0341	 0.0160
056	 	 0.32959950	19479.8	20656.9	2420243.5	 23	 0.0154	 0.0033
056	 	 0.32959950	22455.4	22840.6	2422751.4	134	 0.0164	 0.0028
056	 	 0.32959950	23858.5	24684.9	2424470.7	157	 0.0108	 0.0029
056	 	 0.32959950	28963.4	30078.6	2429512.6	 79	-0.0015	 0.0021
056	 	 0.32959950	31965.7	32700.8	2432164.8	 38	-0.0175	 0.0019
056	 	 0.32959950	33390.4	33763.6	2433496.7	 43	-0.0135	 0.0027
056	 	 0.32959950	34118.3	34567.4	2434310.1	 82	-0.0274	 0.0020
056	 	 0.32959950	35223.4	35933.7	2435542.1	 65	-0.0323	 0.0027
056	 	 0.32959950	36991.4	37058.6	2437022.5	 19	-0.0380	 0.0051
056	 	 0.32959950	37757.5	38502.7	2438103.0	 25	-0.0354	 0.0026
056	 	 0.32959950	42838.5	43254.6	2443042.2	 60	-0.0210	 0.0014
056	 	 0.32959950	43597.3	44343.5	2443914.7	 57	-0.0182	 0.0024
056	 	 0.32959950	47276.3	47555.6	2447508.8	 49	 0.0018	 0.0024
056	 	 0.32959950	48755.6	49092.0	2448939.0	183	 0.0000	 0.0004
056	 	 0.32959950	50622.7	51288.0	2450999.4	218	 0.0078	 0.0005
056	 	 0.32959950	54872.4	54965.5	2454931.1	702	 0.0183	 0.0004
057	 	 0.51221000	13372.5	14079.7	2413811.5	 15	-0.2941	 0.0080
057	 	 0.51221000	14437.5	15161.9	2415061.6	 31	-0.2394	 0.0074
057	 	 0.51221000	22729.5	22840.6	2422753.7	125	 0.0896	 0.0014
057	 	 0.51221000	23858.5	24684.9	2424469.7	158	 0.1397	 0.0009
057	 	 0.51221000	28963.4	30078.6	2429713.6	 32	 0.2309	 0.0026
057	 	 0.51221000	33390.4	33763.6	2433502.4	 40	 0.2440	 0.0056
057	 	 0.51221000	34118.3	34567.4	2434313.3	 73	 0.2586	 0.0020
057	 	 0.51221000	35223.4	35933.7	2435547.3	 55	 0.2477	 0.0037
057	 	 0.51221000	36991.4	37058.6	2437024.6	 17	 0.2068	 0.0063
057	 	 0.51221000	37757.5	38502.7	2438103.0	 25	 0.2360	 0.0047
057	 	 0.51221000	42838.5	43254.6	2443038.6	 59	 0.1730	 0.0015
057	 	 0.51221000	43597.3	44343.5	2443914.7	 57	 0.1582	 0.0014
057	 	 0.51221000	47276.3	47958.7	2447597.3	 64	 0.0375	 0.0018
057	 	 0.51221000	48746.3	49810.5	2448924.3	223	 0.0016	 0.0005
057	 	 0.51221000	50622.7	50972.5	2450943.8	178	-0.0783	 0.0004
057	 	 0.51221000	54872.4	54965.5	2454932.0	628	-0.2672	 0.0004
058	 	 0.51707000	22729.5	22840.6	2422753.1	131	-0.1689	 0.0010
058	 	 0.51707000	23858.5	24684.9	2424466.8	161	-0.0567	 0.0011
058	 	 0.51707000	28963.4	30078.6	2429713.6	 32	 0.1568	 0.0030
058	 	 0.51707000	33390.4	33763.6	2433496.7	 43	 0.2154	 0.0016
058	 	 0.51707000	34118.4	34567.4	2434245.0	 45	 0.2204	 0.0019
058	 	 0.51707000	35223.4	35933.6	2435538.8	 61	 0.2266	 0.0013
058	 	 0.51707000	36991.4	37058.6	2437025.0	 18	 0.1956	 0.0090
058	 	 0.51707000	37757.5	38502.7	2438103.0	 25	 0.2149	 0.0086
058	 	 0.51707000	42838.5	43254.6	2443021.1	 54	 0.1307	 0.0024
058	 	 0.51707000	43597.3	44343.5	2443914.7	 57	 0.1169	 0.0050
058	 	 0.51707000	47276.3	47956.7	2447708.6	 93	 0.0277	 0.0018
058	 	 0.51707000	48755.6	49810.5	2448956.8	186	-0.0005	 0.0006
058	 	 0.51707000	50622.7	51283.5	2450962.9	169	-0.0561	 0.0006
058	 	 0.51707000	54869.5	54965.5	2454930.8	594	-0.1919	 0.0006
059	 	 0.58881350	13372.5	14079.7	2413804.0	 16	 0.1874	 0.0358
059	 	 0.58881350	14437.5	15161.9	2415048.2	 33	 0.1385	 0.0051
