#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-04-10T23:39:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ607236972d5731
#INFO	-out.max=1000
#INFO	queryParameters=18
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/MNRAS/419/2173&tab:{J/MNRAS/419/2173/table5b}&key:source=J/MNRAS/419/2173/table5b&HTTPPRM:&&-ref=VIZ607236972d5731&-out.max=1000&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/MNRAS/419/2173/table5b&-out=Star&-out=m_Star&-out=Perm&-out=JD0&-out=JD1&-out=HJDm&-out=N&-out=Per&-out=e_Per&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/MNRAS/419/2173/table5b
#-source=J/MNRAS/419/2173/table5b
#-out=Star
#-out=m_Star
#-out=Perm
#-out=JD0
#-out=JD1
#-out=HJDm
#-out=N
#-out=Per
#-out=e_Per
#

#RESOURCE=yCat_74192173
#Name: J/MNRAS/419/2173
#Title: Long-term photometry of M3 RR Lyrae (Jursik+, 2012)
#Table	J_MNRAS_419_2173_table5b:
#Name: J/MNRAS/419/2173/table5b
#Title: Temporal periods
#Column	Star	(A3)	Star number, <Cl* NGC 5272 Saw VNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	m_Star	(A1)	[ab] Multiplicity index on Star	[ucd=meta.code.multip]
#Column	Perm	(F11.8)	Mean period	[ucd=time.period;stat.mean]
#Column	JD0	(F7.1)	Time interval, lower value (HJD-2400000)	[ucd=time.epoch]
#Column	JD1	(F7.1)	Time interval, upper value (HJD-2400000)	[ucd=time.epoch]
#Column	HJDm	(F9.1)	Mead HJD of observation	[ucd=time.epoch;obs]
#Column	N	(I4)	Number of observations	[ucd=meta.number]
#Column	Per	(F10.7)	Residual on period	[ucd=stat.fit.residual;time.period]
#Column	e_Per	(F10.7)	rms uncertainty on Per	[ucd=stat.error]
Star;m_Star;Perm;JD0;JD1;HJDm;N;Per;e_Per
086; ; 0.29265900;28963.4;34567.4;2432238.4; 236; 0.2926577; 0.0000002
086; ; 0.29265900;35223.4;38502.7;2436397.0; 106; 0.2926553; 0.0000004
086; ; 0.29265900;42838.5;44343.5;2443476.8; 115; 0.2926574; 0.0000008
086; ; 0.29265900;47276.3;49092.0;2448636.2; 231; 0.2926565; 0.0000003
086; ; 0.29265900;50622.7;54965.5;2454241.7; 842; 0.2926588; 0.0000001
087; ; 0.35748250;13372.5;15161.9;2414641.9;  49; 0.3574831; 0.0000022
087; ; 0.35748250;22729.5;24684.9;2423710.0; 290; 0.3574765; 0.0000009
087; ; 0.35748250;28963.4;34567.4;2433150.5; 157; 0.3574827; 0.0000004
087; ; 0.35748250;35223.4;38502.6;2436331.6; 104; 0.3574825; 0.0000021
087; ; 0.35748250;42838.5;44343.5;2443467.3; 117; 0.3574783; 0.0000030
087; ; 0.35748250;47276.3;49810.5;2448636.6; 282; 0.3574811; 0.0000010
087; ; 0.35748250;50622.7;54965.5;2453917.3; 995; 0.3574816; 0.0000002
088; ; 0.29874860;13372.5;15161.9;2414704.7;  44; 0.2987475; 0.0000011
088; ; 0.29874860;22729.5;24684.9;2423690.6; 286; 0.2987518; 0.0000008
088; ; 0.29874860;28963.4;34567.4;2432838.6; 118; 0.2987492; 0.0000004
088; ; 0.29874860;35223.4;38502.6;2436318.0; 101; 0.2987455; 0.0000007
088; ; 0.29874860;42838.5;44343.5;2443410.8;  89; 0.2987556; 0.0000023
088; ; 0.29874860;47553.5;49810.5;2448551.1; 273; 0.2987533; 0.0000006
088; ; 0.29874860;50622.7;54965.5;2453886.7; 922; 0.2987509; 0.0000001
089; ; 0.54847830;13372.5;15161.9;2414657.5;  49; 0.5484758; 0.0000032
089; ; 0.54847830;22729.5;24684.9;2423686.6; 279; 0.5484802; 0.0000008
089; ; 0.54847830;28963.4;34567.4;2432873.6; 126; 0.5484758; 0.0000003
089; ; 0.54847830;35223.4;38502.7;2436391.1; 105; 0.5484773; 0.0000011
089; ; 0.54847830;42838.5;44343.5;2443469.7; 114; 0.5484786; 0.0000025
089; ; 0.54847830;47276.3;49092.0;2448626.5; 234; 0.5484806; 0.0000005
089; ; 0.54847830;50622.7;54965.5;2454115.7; 739; 0.5484790; 0.0000001
090; ; 0.51703300;13372.5;15161.9;2414645.9;  50; 0.5170372; 0.0000024
090; ; 0.51703300;19479.8;24684.9;2423435.0; 318; 0.5170326; 0.0000002
090; ; 0.51703300;28963.4;34567.4;2432306.4; 250; 0.5170327; 0.0000002
090; ; 0.51703300;34826.3;38502.7;2436259.1; 268; 0.5170335; 0.0000005
090; ; 0.51703300;42838.5;44343.5;2443467.3; 117; 0.5170348; 0.0000022
090; ; 0.51703300;47276.3;49092.0;2448625.9; 233; 0.5170312; 0.0000006
090; ; 0.51703300;50162.4;54965.5;2453265.3;1065; 0.5170299; 0.0000001
091; ; 0.53015000;13372.5;15161.9;2414635.4;  49; 0.5301789; 0.0000015
091; ; 0.53015000;22455.4;24684.9;2423694.0; 282; 0.5301621; 0.0000007
091; ; 0.53015000;28963.4;34567.4;2432986.2; 141; 0.5301517; 0.0000006
091; ; 0.53015000;34826.3;38502.7;2436252.1; 270; 0.5301405; 0.0000008
091; ; 0.53015000;42838.5;49092.0;2446934.9; 347; 0.5301345; 0.0000003
091; ; 0.53015000;50622.7;54963.6;2454739.5;  79; 0.5301204; 0.0000006
092; ; 0.50355375;13372.5;15161.9;2414635.4;  49; 0.5035585; 0.0000021
092; ; 0.50355375;19479.8;24684.9;2423520.1; 339; 0.5035565; 0.0000003
092; ; 0.50355375;28963.4;34567.4;2432031.6; 206; 0.5035528; 0.0000002
092; ; 0.50355375;35223.4;38502.7;2436392.2; 104; 0.5035588; 0.0000008
092; ; 0.50355375;42838.5;44343.5;2443467.3; 117; 0.5035543; 0.0000018
092; ; 0.50355375;47276.3;49092.0;2448629.8; 231; 0.5035469; 0.0000006
092; ; 0.50355375;50162.4;54965.5;2453663.2; 915; 0.5035516; 0.0000001
093; ; 0.60230000;13372.5;15161.9;2414680.4;  46; 0.6023018; 0.0000041
093; ; 0.60230000;19479.8;24684.9;2423740.5; 409; 0.6023071; 0.0000004
093; ; 0.60230000;28963.4;34508.9;2432259.8; 227; 0.6022987; 0.0000004
093; ; 0.60230000;35223.4;38502.7;2436434.6; 103; 0.6022979; 0.0000010
093; ; 0.60230000;42838.5;44343.5;2443467.3; 117; 0.6022998; 0.0000025
093; ; 0.60230000;47276.3;49092.0;2448632.0; 224; 0.6022976; 0.0000009
093; ; 0.60230000;50622.7;51288.0;2451011.0; 191; 0.6022915; 0.0000028
093; ; 0.60230000;54872.4;54965.5;2454931.2; 688; 0.6023242; 0.0000091
094; ; 0.52369450;13372.5;15161.9;2414643.0;  47; 0.5236940; 0.0000017
094; ; 0.52369450;19479.8;24684.9;2423711.7; 412; 0.5236957; 0.0000003
094; ; 0.52369450;28963.4;34567.4;2432242.3; 235; 0.5236943; 0.0000003
094; ; 0.52369450;35223.4;38502.7;2436393.3; 103; 0.5236958; 0.0000009
094; ; 0.52369450;42838.5;44343.5;2443476.5; 114; 0.5236943; 0.0000011
094; ; 0.52369450;47276.3;49092.0;2448621.3; 230; 0.5236964; 0.0000004
094; ; 0.52369450;50622.7;54965.5;2453977.6; 875; 0.5236932; 0.0000001
096; ; 0.49943400;13372.5;15161.9;2414645.9;  50; 0.4994688; 0.0000019
096; ; 0.49943400;22455.4;24684.9;2423686.1; 295; 0.4994468; 0.0000004
096; ; 0.49943400;28963.4;34567.4;2432952.9; 210; 0.4994367; 0.0000002
096; ; 0.49943400;34826.3;38502.7;2436243.4; 268; 0.4994331; 0.0000008
096; ; 0.49943400;42838.5;44343.5;2443467.3; 117; 0.4994248; 0.0000020
096; ; 0.49943400;47276.3;49092.0;2448632.3; 233; 0.4994193; 0.0000010
096; ; 0.49943400;50622.7;54965.5;2454084.0; 866; 0.4994099; 0.0000001
097; ; 0.33493030;13372.5;15161.9;2414663.6;  46; 0.3349274; 0.0000010
097; ; 0.33493030;19479.8;24684.9;2423680.1; 386; 0.3349295; 0.0000003
097; ; 0.33493030;28963.4;34567.4;2432362.2; 255; 0.3349297; 0.0000002
097; ; 0.33493030;34826.3;38502.6;2436234.2; 257; 0.3349304; 0.0000007
097; ; 0.33493030;42838.5;44343.5;2443471.9; 116; 0.3349358; 0.0000018
097; ; 0.33493030;47276.3;49092.0;2448636.9; 232; 0.3349301; 0.0000004
097; ; 0.33493030;50162.4;54965.5;2453338.1;1103; 0.3349327; 0.0000001
100; ; 0.61881260;13372.5;15161.9;2414652.7;  43; 0.6187953; 0.0000042
100; ; 0.61881260;22729.6;24684.9;2423733.4; 263; 0.6188133; 0.0000018
100; ; 0.61881260;28963.4;34567.4;2432906.4; 124; 0.6188126; 0.0000008
100; ; 0.61881260;35223.4;38502.7;2436386.0;  98; 0.6188130; 0.0000015
100; ; 0.61881260;42838.5;44343.5;2443457.8; 105; 0.6188118; 0.0000037
100; ; 0.61881260;47276.3;49810.5;2448653.6; 282; 0.6188088; 0.0000007
100; ; 0.61881260;50622.7;54965.5;2453817.0; 875; 0.6188125; 0.0000001
101; ; 0.64389400;13372.5;15161.9;2414634.1;  43; 0.6439050; 0.0000058
101; ; 0.64389400;22729.6;24684.9;2423817.0; 237; 0.6438859; 0.0000024
101; ; 0.64389400;28991.4;34567.4;2432947.9; 113; 0.6438997; 0.0000022
101; ; 0.64389400;35223.4;38502.7;2436334.1;  90; 0.6438900; 0.0000036
101; ; 0.64389400;42838.5;44343.5;2443465.7; 113; 0.6438849; 0.0000033
101; ; 0.64389400;47553.5;49092.0;2448680.5; 225; 0.6439091; 0.0000027
101; ; 0.64389400;50622.7;54965.5;2453749.9; 824; 0.6438901; 0.0000002
104; ; 0.56992400;13372.5;15161.9;2414664.1;  42; 0.5699322; 0.0000043
104; ; 0.56992400;22455.4;24684.9;2423735.9; 264; 0.5699255; 0.0000014
104; ; 0.56992400;28963.4;34567.4;2432403.6;  85; 0.5699204; 0.0000009
104; ; 0.56992400;35223.4;38502.7;2436587.7;  86; 0.5699244; 0.0000012
104; ; 0.56992400;42838.5;44343.5;2443467.3; 117; 0.5699207; 0.0000022
104; ; 0.56992400;47276.3;49092.0;2448626.5; 234; 0.5699235; 0.0000005
104; ; 0.56992400;50162.4;54965.5;2453250.5;1021; 0.5699274; 0.0000001
105; ; 0.28774400;13372.5;15161.9;2414635.4;  49; 0.2877462; 0.0000023
105; ; 0.28774400;22455.4;24684.9;2423802.4; 307; 0.2877418; 0.0000004
105; ; 0.28774400;28963.4;34567.4;2432938.3; 208; 0.2877437; 0.0000002
105; ; 0.28774400;34826.3;38502.7;2436261.6; 250; 0.2877447; 0.0000005
105; ; 0.28774400;42838.5;44343.5;2443467.3; 117; 0.2877431; 0.0000010
105; ; 0.28774400;47553.5;49092.0;2448675.7; 220; 0.2877450; 0.0000005
105; ; 0.28774400;50162.4;54965.5;2453090.3; 961; 0.2877464; 0.0000001
106; ; 0.54714500;13372.5;15161.9;2414651.1;  47; 0.5471655; 0.0000015
106; ; 0.54714500;22729.5;24684.9;2423875.2; 311; 0.5471622; 0.0000007
106; ; 0.54714500;28963.4;34567.4;2432973.1; 137; 0.5471573; 0.0000006
106; ; 0.54714500;34826.3;38502.7;2436267.7; 247; 0.5471534; 0.0000011
106; ; 0.54714500;42838.5;44343.5;2443469.1; 116; 0.5471531; 0.0000021
106; ; 0.54714500;47276.3;49092.0;2448625.9; 233; 0.5471353; 0.0000009
106; ; 0.54714500;50162.4;54965.5;2453358.2; 971; 0.5471496; 0.0000002
107; ; 0.30903560;13372.5;15161.9;2414631.1;  48; 0.3090360; 0.0000010
107; ; 0.30903560;19479.8;24684.9;2423584.0; 367; 0.3090345; 0.0000002
107; ; 0.30903560;28963.4;34567.4;2432283.8; 238; 0.3090357; 0.0000001
107; ; 0.30903560;35223.4;38502.7;2436404.1; 106; 0.3090358; 0.0000004
107; ; 0.30903560;42838.5;44343.5;2443467.3; 117; 0.3090350; 0.0000009
107; ; 0.30903560;47276.3;49092.0;2448631.1; 227; 0.3090378; 0.0000003
107; ; 0.30903560;50162.4;54965.5;2453441.9; 976; 0.3090364; 0.0000001
108; ; 0.51960740;13372.5;15161.9;2414680.4;  46; 0.5196059; 0.0000020
108; ; 0.51960740;19479.8;24684.9;2423685.8; 399; 0.5196040; 0.0000003
108; ; 0.51960740;28963.4;34567.4;2432226.0; 237; 0.5196059; 0.0000003
108; ; 0.51960740;35223.4;38502.7;2436406.6; 107; 0.5196074; 0.0000007
108; ; 0.51960740;42838.5;44293.6;2443452.0; 115; 0.5196149; 0.0000019
108; ; 0.51960740;47276.3;49092.0;2448654.1; 228; 0.5196101; 0.0000004
108; ; 0.51960740;50622.7;54965.5;2454104.3; 839; 0.5196110; 0.0000001
109; ; 0.53392250;13372.5;15161.9;2414672.2;  44; 0.5339267; 0.0000024
109; ; 0.53392250;22455.4;24684.9;2423777.7; 230; 0.5339190; 0.0000009
109; ; 0.53392250;28963.4;34567.4;2432832.8; 100; 0.5339202; 0.0000006
109; ; 0.53392250;35223.4;38502.6;2436446.1;  86; 0.5339232; 0.0000022
109; ; 0.53392250;42838.5;44343.5;2443491.8;  96; 0.5339211; 0.0000056
109; ; 0.53392250;47276.3;49810.5;2448546.8; 284; 0.5339226; 0.0000005
109; ; 0.53392250;50622.7;54965.5;2453865.1; 717; 0.5339202; 0.0000001
110; ; 0.53537000;13372.5;15161.9;2414654.6;  46; 0.5352749; 0.0000025
110; ; 0.53537000;22729.5;24684.9;2423781.2; 255; 0.5355658; 0.0000013
110; ; 0.53537000;33390.4;34488.6;2433841.0;  75; 0.5353037; 0.0000047
110; ; 0.53537000;35223.4;37791.6;2436122.1;  81; 0.5353013; 0.0000033
110; ; 0.53537000;42838.5;44343.5;2443421.2; 103; 0.5352562; 0.0000066
110; ; 0.53537000;47276.3;49810.5;2448558.8; 282; 0.5354621; 0.0000011
110; ; 0.53537000;50622.7;54963.6;2453978.6; 832; 0.5354621; 0.0000002
111; ; 0.51019003;13372.5;15161.9;2414650.4;  45; 0.5101565; 0.0000034
111; ; 0.51019003;22729.5;24684.9;2423806.4; 185; 0.5102070; 0.0000013
111; ; 0.51019003;28963.4;34567.4;2432893.0; 131; 0.5102072; 0.0000012
111; ; 0.51019003;35223.4;37791.6;2436126.6;  88; 0.5101719; 0.0000024
111; ; 0.51019003;42838.5;44343.5;2443467.3; 117; 0.5101863; 0.0000054
111; ; 0.51019003;47276.3;49810.5;2448542.3; 285; 0.5101876; 0.0000013
111; ; 0.51019003;50622.7;54963.6;2453828.0; 603; 0.5101923; 0.0000003
113; ; 0.51300850;13372.5;15161.9;2414624.5;  48; 0.5130052; 0.0000016
113; ; 0.51300850;22729.5;24684.9;2423676.0; 277; 0.5130072; 0.0000005
113; ; 0.51300850;28963.4;34567.4;2432840.3; 124; 0.5130097; 0.0000004
113; ; 0.51300850;35223.4;38502.7;2436387.5; 109; 0.5130094; 0.0000006
113; ; 0.51300850;42838.5;44343.5;2443478.9; 114; 0.5130112; 0.0000013
113; ; 0.51300850;47276.3;51288.0;2449029.0;  82; 0.5130115; 0.0000002
114; ; 0.59772685;13372.5;15161.9;2414645.9;  50; 0.5977252; 0.0000023
114; ; 0.59772685;22455.4;24684.9;2423686.1; 290; 0.5977267; 0.0000011
114; ; 0.59772685;28963.4;34567.4;2432839.8; 125; 0.5977270; 0.0000006
114; ; 0.59772685;35223.4;38502.7;2436380.8; 109; 0.5977249; 0.0000012
114; ; 0.59772685;42838.5;44343.5;2443473.8; 115; 0.5977252; 0.0000019
114; ; 0.59772685;47276.3;51287.9;2448954.3; 240; 0.5977269; 0.0000004
115; ; 0.51335210;13372.5;15161.9;2414645.9;  50; 0.5133510; 0.0000018
115; ; 0.51335210;22729.5;24684.9;2423682.1; 285; 0.5133543; 0.0000005
115; ; 0.51335210;28963.4;34567.4;2432814.8; 124; 0.5133528; 0.0000003
115; ; 0.51335210;35223.4;38502.7;2436386.8; 102; 0.5133503; 0.0000005
115; ; 0.51335210;42838.5;44343.5;2443512.2; 106; 0.5133471; 0.0000033
115; ; 0.51335210;47276.3;51287.8;2448647.8; 165; 0.5133526; 0.0000008
116; ; 0.51480950;13372.5;15161.9;2414617.2;  50; 0.5148128; 0.0000016
116; ; 0.51480950;22455.4;24684.9;2423883.5; 363; 0.5148072; 0.0000004
116; ; 0.51480950;28963.4;34567.4;2432910.9; 129; 0.5148107; 0.0000003
116; ; 0.51480950;35223.4;38502.7;2436427.5; 106; 0.5148102; 0.0000006
116; ; 0.51480950;42838.5;44343.5;2443461.5; 115; 0.5148051; 0.0000021
116; ; 0.51480950;47276.3;49092.0;2448577.0; 179; 0.5148087; 0.0000006
116; ; 0.51480950;50622.7;54965.5;2454233.1; 691; 0.5148106; 0.0000001
117; ; 0.60052150;13372.5;15161.9;2414675.8;  47; 0.6005148; 0.0000022
117; ; 0.60052150;19479.8;24684.9;2423443.5; 321; 0.6005149; 0.0000007
117; ; 0.60052150;28963.4;34567.4;2432294.3; 226; 0.6005205; 0.0000005
117; ; 0.60052150;35223.4;38502.6;2436423.3; 101; 0.6005199; 0.0000019
117; ; 0.60052150;47276.3;49092.0;2448630.3; 232; 0.6005262; 0.0000007
117; ; 0.60052150;50622.7;54965.5;2454198.4; 810; 0.6005392; 0.0000003
118; ; 0.49938380;13372.5;15161.9;2414635.4;  49; 0.4993729; 0.0000014
118; ; 0.49938380;19479.8;24684.9;2423419.1; 312; 0.4993810; 0.0000002
118; ; 0.49938380;28963.4;34567.4;2432238.4; 237; 0.4993812; 0.0000001
118; ; 0.49938380;35223.4;38502.7;2436396.6; 107; 0.4993857; 0.0000013
118; ; 0.49938380;42838.5;44293.6;2443452.0; 115; 0.4993896; 0.0000011
118; ; 0.49938380;47276.3;49092.0;2448627.8; 230; 0.4993891; 0.0000003
118; ; 0.49938380;50162.4;54965.5;2453406.5;1006; 0.4993902; 0.0000001
119; ; 0.51774000;13372.5;15161.9;2414645.9;  50; 0.5177606; 0.0000011
119; ; 0.51774000;19479.8;24684.9;2423430.5; 319; 0.5177492; 0.0000004
119; ; 0.51774000;28963.4;34567.4;2432226.3; 238; 0.5177415; 0.0000002
119; ; 0.51774000;35223.4;38502.7;2436388.6; 104; 0.5177398; 0.0000011
119; ; 0.51774000;42838.5;44343.5;2443463.3; 116; 0.5177434; 0.0000015
119; ; 0.51774000;47276.3;49092.0;2448629.1; 232; 0.5176943; 0.0000004
119; ; 0.51774000;50622.7;50972.5;2450943.1; 170; 0.5176805; 0.0000094
119; ; 0.51774000;54869.5;54965.5;2454929.8; 684; 0.5177100; 0.0000138
120; ; 0.64013804;13372.5;15161.9;2414647.0;  48; 0.6401381; 0.0000047
120; ; 0.64013804;19479.8;24684.9;2423685.4; 396; 0.6401401; 0.0000009
120; ; 0.64013804;28963.4;34508.9;2432248.0; 235; 0.6401369; 0.0000008
120; ; 0.64013804;35223.4;38502.7;2436416.3; 104; 0.6401420; 0.0000029
120; ; 0.64013804;42838.5;44343.5;2443468.1; 115; 0.6401383; 0.0000035
120; ; 0.64013804;47276.3;49092.0;2448633.9; 229; 0.6401390; 0.0000011
120; ; 0.64013804;50622.7;54965.5;2453931.1; 721; 0.6401397; 0.0000002
121; ; 0.53518400;13372.5;15161.9;2414662.9;  46; 0.5351650; 0.0000047
121; ; 0.53518400;22455.4;24684.9;2423905.9; 270; 0.5351926; 0.0000011
121; ; 0.53518400;28963.4;34567.4;2432834.0; 115; 0.5351863; 0.0000011
121; ; 0.53518400;35223.4;37791.6;2436142.9;  87; 0.5351792; 0.0000019
121; ; 0.53518400;47954.4;49810.5;2448736.4; 245; 0.5351836; 0.0000014
121; ; 0.53518400;50622.7;54965.5;2454130.4; 902; 0.5352113; 0.0000005
123; ; 0.54545524;13372.5;14841.7;2414117.6;  24; 0.5454518; 0.0000063
123; ; 0.54545524;22729.5;24684.9;2423775.2; 230; 0.5454456; 0.0000012
123; ; 0.54545524;28963.4;34567.4;2432788.2; 116; 0.5454573; 0.0000007
123; ; 0.54545524;35223.4;38502.7;2436443.5;  84; 0.5454491; 0.0000013
123; ; 0.54545524;42838.5;44343.5;2443502.2; 109; 0.5454602; 0.0000014
123; ; 0.54545524;47276.3;51285.0;2448106.7;  52; 0.5454860; 0.0000010
124; ; 0.75243600;13372.5;15161.9;2414661.7;  48; 0.7524650; 0.0000160
124; ; 0.75243600;22455.4;24684.9;2423712.0; 284; 0.7524426; 0.0000024
124; ; 0.75243600;28963.4;34567.4;2433174.9; 160; 0.7524275; 0.0000023
124; ; 0.75243600;34826.3;38502.7;2436295.4; 206; 0.7524403; 0.0000032
124; ; 0.75243600;42838.5;44343.5;2443489.4; 106; 0.7524695; 0.0000061
124; ; 0.75243600;47276.3;49092.0;2448657.9; 227; 0.7524483; 0.0000020
124; ; 0.75243600;50162.4;54965.5;2453389.9; 785; 0.7524391; 0.0000002
125; ; 0.34982085;13372.5;15161.9;2414664.5;  47; 0.3498192; 0.0000024
125; ; 0.34982085;19479.8;24684.9;2423422.8; 306; 0.3498199; 0.0000004
125; ; 0.34982085;28963.4;34567.4;2432406.4; 250; 0.3498230; 0.0000003
125; ; 0.34982085;34826.3;38502.7;2436243.3; 269; 0.3498221; 0.0000008
125; ; 0.34982085;42838.5;44343.5;2443478.6; 111; 0.3498258; 0.0000012
125; ; 0.34982085;47276.3;49092.0;2448645.9; 227; 0.3498200; 0.0000004
125; ; 0.34982085;50622.7;54965.5;2453893.7; 926; 0.3498190; 0.0000001
126; ; 0.34840456;13372.5;15161.9;2414645.9;  50; 0.3484060; 0.0000025
126; ; 0.34840456;22455.4;24684.9;2423735.0; 310; 0.3484035; 0.0000008
126; ; 0.34840456;28963.4;34567.4;2433154.5; 152; 0.3484053; 0.0000006
126; ; 0.34840456;35223.4;38502.6;2436314.9;  99; 0.3484025; 0.0000009
126; ; 0.34840456;42838.5;44343.5;2443468.9; 113; 0.3484031; 0.0000013
126; ; 0.34840456;47276.3;50622.9;2449300.8; 402; 0.3484057; 0.0000002
126; ; 0.34840456;50896.5;54965.5;2454002.7; 758; 0.3484044; 0.0000001
128; ; 0.29204160;13372.5;15161.9;2414704.5;  41; 0.2920405; 0.0000017
128; ; 0.29204160;22730.5;24684.9;2424124.3; 160; 0.2920405; 0.0000007
128; ; 0.29204160;28963.4;34567.4;2433179.2; 143; 0.2920393; 0.0000004
128; ; 0.29204160;35223.4;37791.6;2436108.5;  62; 0.2920451; 0.0000011
128; ; 0.29204160;42838.5;44343.5;2443462.8; 113; 0.2920414; 0.0000012
128; ; 0.29204160;47276.3;51283.6;2449711.9; 524; 0.2920416; 0.0000001
129; ; 0.40608800;13372.5;15161.9;2414681.6;  39; 0.4060945; 0.0000041
129; ; 0.40608800;22455.4;24684.9;2423617.2; 155; 0.4060907; 0.0000020
129; ; 0.40608800;42838.5;44343.5;2443504.5;  98; 0.4060672; 0.0000092
129; ; 0.40608800;47276.3;51283.6;2449523.0; 461; 0.4060843; 0.0000003
131; ; 0.29769225;13372.5;15161.9;2414658.5;  47; 0.2976933; 0.0000019
131; ; 0.29769225;22455.4;24684.9;2423870.8; 328; 0.2976933; 0.0000006
131; ; 0.29769225;28963.4;34567.4;2432841.6; 118; 0.2976931; 0.0000004
131; ; 0.29769225;35223.4;38502.6;2436062.5;  75; 0.2976935; 0.0000009
131; ; 0.29769225;42838.5;44293.6;2443422.8;  86; 0.2976894; 0.0000026
131; ; 0.29769225;47553.5;49810.5;2448581.4; 277; 0.2976886; 0.0000003
131; ; 0.29769225;50622.7;54963.6;2453722.8; 637; 0.2976933; 0.0000001
132; ; 0.33985800;13372.5;15161.9;2414691.6;  40; 0.3398683; 0.0000018
132; ; 0.33985800;23858.5;35604.5;2427592.5; 199; 0.3398586; 0.0000002
132; ; 0.33985800;42838.5;44343.5;2443453.3;  75; 0.3398563; 0.0000013
132; ; 0.33985800;47276.3;49810.5;2448507.3; 265; 0.3398566; 0.0000006
132; ; 0.33985800;50622.7;54965.5;2453716.9; 565; 0.3398574; 0.0000001
133; ; 0.55072217;13383.5;15161.9;2414865.3;  33; 0.5507260; 0.0000012
133; ; 0.55072217;22729.6;24684.9;2423904.5; 216; 0.5507219; 0.0000027
133; ; 0.55072217;42838.5;44343.5;2443459.7; 113; 0.5507135; 0.0000025
133; ; 0.55072217;47276.3;49092.0;2448503.3; 250; 0.5507182; 0.0000007
133; ; 0.55072217;50622.7;54965.5;2454016.0; 794; 0.5507230; 0.0000002
135; ; 0.56838750;24284.4;24684.9;2424569.6;  81; 0.5684108; 0.0000101
135; ; 0.56838750;42907.3;44343.5;2443374.0;  67; 0.5684006; 0.0000069
135; ; 0.56838750;47276.3;49810.5;2448545.8; 290; 0.5683848; 0.0000009
135; ; 0.56838750;50622.7;54965.5;2454088.4; 911; 0.5683907; 0.0000001
137; ; 0.57514720;13372.5;15161.9;2414641.5;  43; 0.5751529; 0.0000019
137; ; 0.57514720;23858.5;24684.9;2424491.1; 135; 0.5751583; 0.0000077
137; ; 0.57514720;28991.4;34567.4;2432802.4; 107; 0.5751491; 0.0000004
137; ; 0.57514720;35223.4;37791.6;2436157.8;  67; 0.5751490; 0.0000024
137; ; 0.57514720;47276.3;49092.0;2448642.2; 219; 0.5751443; 0.0000007
137; ; 0.57514720;50622.7;54965.5;2453977.5; 882; 0.5751486; 0.0000001
139; ; 0.55999450;22730.5;24684.9;2424010.3; 164; 0.5600023; 0.0000019
139; ; 0.55999450;42907.3;44343.5;2443322.4;  61; 0.5600012; 0.0000042
139; ; 0.55999450;47276.4;49092.0;2448485.3; 141; 0.5599886; 0.0000009
139; ; 0.55999450;50622.7;54965.5;2453899.5; 924; 0.5599897; 0.0000001
140; ; 0.33313425;22455.4;24684.9;2423668.0; 284; 0.3331285; 0.0000007
140; ; 0.33313425;28963.4;34567.4;2433187.5; 153; 0.3331293; 0.0000005
140; ; 0.33313425;35223.4;38502.6;2436295.7; 102; 0.3331380; 0.0000013
140; ; 0.33313425;42838.5;44343.5;2443437.9; 110; 0.3331324; 0.0000017
140; ; 0.33313425;47276.3;49810.5;2448514.5; 294; 0.3331381; 0.0000006
140; ; 0.33313425;50622.7;54965.5;2453850.8; 958; 0.3331393; 0.0000001
142; ; 0.56862700;23858.5;24684.9;2424468.6; 144; 0.5686414; 0.0000151
142; ; 0.56862700;28963.4;34567.4;2432913.6; 105; 0.5686289; 0.0000011
142; ; 0.56862700;35223.4;37791.6;2436075.3;  74; 0.5686245; 0.0000022
142; ; 0.56862700;42838.5;44343.5;2443497.5;  92; 0.5686170; 0.0000067
142; ; 0.56862700;47276.3;49810.5;2448492.7; 262; 0.5686285; 0.0000005
142; ; 0.56862700;50622.7;54965.4;2453632.0; 756; 0.5686282; 0.0000001
144; ; 0.59680200;24647.6;29775.5;2425705.8;  88; 0.5967612; 0.0000012
144; ; 0.59680200;30052.4;34567.4;2433651.8; 102; 0.5967765; 0.0000013
144; ; 0.59680200;35223.4;37791.6;2436154.0;  80; 0.5968355; 0.0000030
144; ; 0.59680200;42838.5;44343.5;2443469.9; 114; 0.5968194; 0.0000036
144; ; 0.59680200;47276.3;49092.0;2448673.9; 225; 0.5968025; 0.0000016
144; ; 0.59680200;50622.7;54965.5;2453993.6; 765; 0.5967920; 0.0000002
152; ; 0.32612450;23858.5;24684.9;2424491.9; 121; 0.3261129; 0.0000047
